reactor_id,reactor_name,unit_name,plant_name,country,region,latitude,longitude,status,status_group,reactor_type,reactor_type_standardized,technology_family,generation_category,size_category,capacity_mwe,gross_capacity_mwe,net_capacity_mwe,construction_start_date,grid_connection_date,commercial_operation_date,shutdown_date,expected_start_year,age_years,owner,operator,vendor,source_name,source_confidence,source_last_updated,smr_flag,geniv_flag,molten_salt_flag,thorium_potential_flag,fast_reactor_flag
JAP-TAKAHAMA-UNIT-1,Takahama-1,Unit 1,Takahama,Japan,Asia,35.524,135.508,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,826.0,870.0,826.0,1972-01-01,1974-11-14,1974-11-14,,1974.0,52.0,KEPCO,KEPCO,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
JAP-TAKAHAMA-UNIT-2,Takahama-2,Unit 2,Takahama,Japan,Asia,35.524,135.508,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,826.0,870.0,826.0,1973-09-01,1975-11-14,1975-11-14,,1975.0,51.0,KEPCO,KEPCO,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
JAP-TAKAHAMA-UNIT-3,Takahama-3,Unit 3,Takahama,Japan,Asia,35.524,135.508,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,870.0,912.0,870.0,1981-01-01,1985-01-17,1985-01-17,,1985.0,41.0,KEPCO,KEPCO,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
JAP-TAKAHAMA-UNIT-4,Takahama-4,Unit 4,Takahama,Japan,Asia,35.524,135.508,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,870.0,912.0,870.0,1981-11-01,1985-06-05,1985-06-05,,1985.0,41.0,KEPCO,KEPCO,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
MEX-LAGUNA-VERDE-UNIT-1,Laguna Verde-1,Unit 1,Laguna Verde,Mexico,North America,19.72,-96.397,Operating,Operating,BWR,BWR,Light Water Reactor,Gen II/legacy or unspecified,Mid-size,680.0,750.0,680.0,1976-10-01,1988-07-29,1990-07-29,,1990.0,36.0,CFE,CFE,GE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
MEX-LAGUNA-VERDE-UNIT-2,Laguna Verde-2,Unit 2,Laguna Verde,Mexico,North America,19.72,-96.397,Operating,Operating,BWR,BWR,Light Water Reactor,Gen II/legacy or unspecified,Mid-size,674.0,750.0,674.0,1977-06-01,1994-11-10,1995-04-10,,1995.0,31.0,CFE,CFE,GE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
NET-BORSSELE-UNIT-1,Borssele-1,Unit 1,Borssele,Netherlands,Other,51.413,3.723,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,515.0,540.0,515.0,1969-07-01,1973-03-26,1973-10-26,,1973.0,53.0,EPZ,EPZ,KWU,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
PAK-CHASHMA-UNIT-1,Chashma-1,Unit 1,Chashma,Pakistan,Other,32.393,71.463,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,SMR,300.0,325.0,300.0,1993-08-01,1999-09-13,2000-09-01,,2000.0,26.0,PAEC,PAEC,CNNC,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
PAK-CHASHMA-UNIT-2,Chashma-2,Unit 2,Chashma,Pakistan,Other,32.393,71.463,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,SMR,300.0,325.0,300.0,1996-05-01,2011-03-18,2011-05-18,,2011.0,15.0,PAEC,PAEC,CNNC,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
PAK-CHASHMA-UNIT-3,Chashma-3,Unit 3,Chashma,Pakistan,Other,32.393,71.463,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,SMR,300.0,340.0,300.0,2011-05-28,2016-10-15,2016-12-28,,2016.0,10.0,PAEC,PAEC,CNNC,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
PAK-CHASHMA-UNIT-4,Chashma-4,Unit 4,Chashma,Pakistan,Other,32.393,71.463,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,SMR,300.0,340.0,300.0,2011-12-18,2017-09-20,2017-09-20,,2017.0,9.0,PAEC,PAEC,CNNC,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
PAK-KARACHI-UNIT-2,Karachi-2,Unit 2,Karachi,Pakistan,Other,25.014,66.784,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1100.0,1161.0,1100.0,2015-08-20,2021-03-21,2021-05-21,,2021.0,5.0,PAEC,PAEC,CNNC,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
PAK-KARACHI-UNIT-3,Karachi-3,Unit 3,Karachi,Pakistan,Other,25.014,66.784,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1100.0,1161.0,1100.0,2016-05-31,2022-03-21,2022-05-21,,2022.0,4.0,PAEC,PAEC,CNNC,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
POL-LUBIATOWO-KOPALINO-UNIT-1,Lubiatowo-1,Unit 1,Lubiatowo-Kopalino,Poland,Europe,54.783,17.85,Planned,Planned,PWR,AP1000,Light Water Reactor,Gen III/III+ or modern LWR,Large,1117.0,1250.0,1117.0,,,,,,,PEJ,PEJ,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
POL-LUBIATOWO-KOPALINO-UNIT-2,Lubiatowo-2,Unit 2,Lubiatowo-Kopalino,Poland,Europe,54.783,17.85,Planned,Planned,PWR,AP1000,Light Water Reactor,Gen III/III+ or modern LWR,Large,1117.0,1250.0,1117.0,,,,,,,PEJ,PEJ,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
ROM-CERNAVODA-UNIT-1,Cernavoda-1,Unit 1,Cernavoda,Romania,Other,44.316,28.058,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,Mid-size,650.0,706.0,650.0,1982-07-01,1996-04-11,1996-12-02,,1996.0,30.0,SNN,SNN,AECL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
ROM-CERNAVODA-UNIT-2,Cernavoda-2,Unit 2,Cernavoda,Romania,Other,44.316,28.058,Operating,Operating,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,Mid-size,650.0,706.0,650.0,1983-07-01,2007-08-07,2007-11-07,,2007.0,19.0,SNN,SNN,AECL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
ROM-CERNAVODA-UNIT-3,Cernavoda-3,Unit 3,Cernavoda,Romania,Other,44.316,28.058,Planned,Planned,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,Mid-size,650.0,706.0,650.0,,,,,,,SNN,SNN,AECL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
ROM-CERNAVODA-UNIT-4,Cernavoda-4,Unit 4,Cernavoda,Romania,Other,44.316,28.058,Planned,Planned,PHWR,PHWR,Heavy Water Reactor,Gen II/legacy or unspecified,Mid-size,650.0,706.0,650.0,,,,,,,SNN,SNN,AECL,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-AKADEMIK-LOMONOSOV-UNIT-1,Akademik-1,Unit 1,Akademik Lomonosov,Russia,Eurasia,66.978,170.686,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Micro/small,35.0,40.0,35.0,2009-04-09,2019-05-22,2020-05-22,,2020.0,6.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-BALAKOVO-UNIT-1,Balakovo-1,Unit 1,Balakovo,Russia,Eurasia,52.097,47.937,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1000.0,1070.0,1000.0,1980-12-01,1985-12-23,1986-05-01,,1986.0,40.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-BALAKOVO-UNIT-2,Balakovo-2,Unit 2,Balakovo,Russia,Eurasia,52.097,47.937,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1000.0,1070.0,1000.0,1981-08-01,1987-10-18,1988-01-18,,1988.0,38.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-BALAKOVO-UNIT-3,Balakovo-3,Unit 3,Balakovo,Russia,Eurasia,52.097,47.937,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1000.0,1070.0,1000.0,1982-11-01,1988-12-08,1989-04-08,,1989.0,37.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-BALAKOVO-UNIT-4,Balakovo-4,Unit 4,Balakovo,Russia,Eurasia,52.097,47.937,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1000.0,1070.0,1000.0,1984-04-01,1993-04-22,1994-04-22,,1994.0,32.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-BELOYARSK-UNIT-3,Beloyarsk-3,Unit 3,Beloyarsk,Russia,Eurasia,56.842,61.322,Operating,Operating,SFR,SFR,Fast Reactor,Advanced/Gen IV candidate,Mid-size,560.0,600.0,560.0,1980-04-01,1980-04-08,1981-04-01,,1981.0,45.0,Rosenergoatom,Rosatom,OKBM,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,True,False,False,True
RUS-BELOYARSK-UNIT-4,Beloyarsk-4,Unit 4,Beloyarsk,Russia,Eurasia,56.842,61.322,Operating,Operating,SFR,SFR,Fast Reactor,Advanced/Gen IV candidate,Large,789.0,880.0,789.0,2006-07-18,2015-12-10,2016-10-31,,2016.0,10.0,Rosenergoatom,Rosatom,OKBM,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,True,False,False,True
RUS-KALININ-UNIT-1,Kalinin-1,Unit 1,Kalinin,Russia,Eurasia,57.909,36.734,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1000.0,1070.0,1000.0,1977-02-01,1984-05-09,1985-05-09,,1985.0,41.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-KALININ-UNIT-2,Kalinin-2,Unit 2,Kalinin,Russia,Eurasia,57.909,36.734,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1000.0,1070.0,1000.0,1982-02-01,1986-03-03,1987-03-03,,1987.0,39.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-KALININ-UNIT-3,Kalinin-3,Unit 3,Kalinin,Russia,Eurasia,57.909,36.734,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1000.0,1070.0,1000.0,1985-09-01,2004-10-17,2005-11-17,,2005.0,21.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-KALININ-UNIT-4,Kalinin-4,Unit 4,Kalinin,Russia,Eurasia,57.909,36.734,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1000.0,1070.0,1000.0,1986-09-01,2011-09-11,2012-09-11,,2012.0,14.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-KOLA-UNIT-1,Kola-1,Unit 1,Kola,Russia,Eurasia,67.462,32.479,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,440.0,504.0,440.0,1970-05-01,1973-06-22,1973-12-22,,1973.0,53.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-KOLA-UNIT-2,Kola-2,Unit 2,Kola,Russia,Eurasia,67.462,32.479,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,440.0,504.0,440.0,1970-05-01,1974-11-29,1975-02-08,,1975.0,51.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-KOLA-UNIT-3,Kola-3,Unit 3,Kola,Russia,Eurasia,67.462,32.479,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,411.0,443.0,411.0,1977-04-01,1982-01-24,1982-03-03,,1982.0,44.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-KOLA-UNIT-4,Kola-4,Unit 4,Kola,Russia,Eurasia,67.462,32.479,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,411.0,443.0,411.0,1976-08-01,1984-08-08,1984-09-11,,1984.0,42.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-KURSK-II-UNIT-5,Kursk-5,Unit 5,Kursk II,Russia,Eurasia,51.667,35.61,Under Construction,Construction,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1255.0,1339.0,1255.0,2021-06-22,,,,,,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-KURSK-II-UNIT-5B,Kursk-5b,Unit 5b,Kursk II,Russia,Eurasia,51.667,35.61,Under Construction,Construction,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1255.0,1339.0,1255.0,2021-06-22,,,,,,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-KURSK-II-UNIT-6,Kursk-6,Unit 6,Kursk II,Russia,Eurasia,51.667,35.61,Under Construction,Construction,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1255.0,1339.0,1255.0,2022-04-01,,,,,,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-KURSK-UNIT-3,Kursk-3,Unit 3,Kursk,Russia,Eurasia,51.667,35.61,Operating,Operating,RBMK,RBMK,Other/Unclassified,Gen II/legacy or unspecified,Large,925.0,925.0,925.0,1978-10-01,1983-10-01,1984-10-01,,1984.0,42.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-KURSK-UNIT-4,Kursk-4,Unit 4,Kursk,Russia,Eurasia,51.667,35.61,Operating,Operating,RBMK,RBMK,Other/Unclassified,Gen II/legacy or unspecified,Large,925.0,925.0,925.0,1983-02-01,1985-07-11,1985-12-11,,1985.0,41.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-LENINGRAD-UNIT-1,Leningrad-1,Unit 1,Leningrad,Russia,Eurasia,59.856,29.076,Shutdown,Shutdown,RBMK,RBMK,Other/Unclassified,Gen II/legacy or unspecified,Large,925.0,925.0,925.0,1970-03-01,1973-11-01,1974-11-01,2019-12-19,1974.0,52.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-LENINGRAD-UNIT-2,Leningrad-2,Unit 2,Leningrad,Russia,Eurasia,59.856,29.076,Operating,Operating,RBMK,RBMK,Other/Unclassified,Gen II/legacy or unspecified,Large,925.0,925.0,925.0,1970-06-01,1975-11-11,1976-02-11,,1976.0,50.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-LENINGRAD-UNIT-3,Leningrad-3,Unit 3,Leningrad,Russia,Eurasia,59.856,29.076,Operating,Operating,RBMK,RBMK,Other/Unclassified,Gen II/legacy or unspecified,Large,925.0,925.0,925.0,1973-01-01,1979-06-07,1979-12-07,,1979.0,47.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-LENINGRAD-UNIT-4,Leningrad-4,Unit 4,Leningrad,Russia,Eurasia,59.856,29.076,Operating,Operating,RBMK,RBMK,Other/Unclassified,Gen II/legacy or unspecified,Large,925.0,925.0,925.0,1975-02-01,1981-02-11,1981-08-11,,1981.0,45.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-LENINGRAD-UNIT-5,Leningrad-5,Unit 5,Leningrad,Russia,Eurasia,59.856,29.076,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1114.0,1200.0,1114.0,2008-10-25,2018-10-09,2018-10-09,,2018.0,8.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-LENINGRAD-UNIT-6,Leningrad-6,Unit 6,Leningrad,Russia,Eurasia,59.856,29.076,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1114.0,1200.0,1114.0,2010-04-22,2021-03-22,2021-10-22,,2021.0,5.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-NOVOVORONEZH-UNIT-3,Novovoronezh-3,Unit 3,Novovoronezh,Russia,Eurasia,51.288,39.218,Shutdown,Shutdown,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,385.0,417.0,385.0,1967-07-01,1971-06-28,1971-12-31,2016-02-16,1971.0,55.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-NOVOVORONEZH-UNIT-4,Novovoronezh-4,Unit 4,Novovoronezh,Russia,Eurasia,51.288,39.218,Shutdown,Shutdown,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,385.0,417.0,385.0,1967-07-01,1972-12-28,1972-12-28,2017-09-29,1972.0,54.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-NOVOVORONEZH-UNIT-5,Novovoronezh-5,Unit 5,Novovoronezh,Russia,Eurasia,51.288,39.218,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1000.0,1070.0,1000.0,1974-01-01,1980-05-08,1981-02-01,,1981.0,45.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-NOVOVORONEZH-UNIT-6,Novovoronezh-6,Unit 6,Novovoronezh,Russia,Eurasia,51.288,39.218,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1114.0,1200.0,1114.0,2008-07-17,2016-12-05,2017-02-05,,2017.0,9.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-NOVOVORONEZH-UNIT-7,Novovoronezh-7,Unit 7,Novovoronezh,Russia,Eurasia,51.288,39.218,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1114.0,1200.0,1114.0,2008-07-17,2018-11-01,2019-02-01,,2019.0,7.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-ROSTOV-UNIT-1,Rostov-1,Unit 1,Rostov,Russia,Eurasia,47.573,42.267,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1011.0,1070.0,1011.0,1990-09-01,2001-03-26,2001-12-25,,2001.0,25.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-ROSTOV-UNIT-1B,Rostov-1b,Unit 1b,Rostov,Russia,Eurasia,47.573,42.267,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1011.0,1070.0,1011.0,1980-09-01,2001-03-26,2001-12-25,,2001.0,25.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-ROSTOV-UNIT-2,Rostov-2,Unit 2,Rostov,Russia,Eurasia,47.573,42.267,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1011.0,1070.0,1011.0,1990-09-01,2010-03-18,2010-12-18,,2010.0,16.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-ROSTOV-UNIT-3,Rostov-3,Unit 3,Rostov,Russia,Eurasia,47.573,42.267,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1011.0,1070.0,1011.0,2009-09-15,2014-12-27,2015-09-17,,2015.0,11.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-ROSTOV-UNIT-4,Rostov-4,Unit 4,Rostov,Russia,Eurasia,47.573,42.267,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Large,1011.0,1070.0,1011.0,2009-09-15,2017-09-28,2018-02-28,,2018.0,8.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-SMOLENSK-UNIT-1,Smolensk-1,Unit 1,Smolensk,Russia,Eurasia,54.152,33.233,Operating,Operating,RBMK,RBMK,Other/Unclassified,Gen II/legacy or unspecified,Large,925.0,925.0,925.0,1975-08-01,1982-12-09,1983-09-09,,1983.0,43.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-SMOLENSK-UNIT-2,Smolensk-2,Unit 2,Smolensk,Russia,Eurasia,54.152,33.233,Operating,Operating,RBMK,RBMK,Other/Unclassified,Gen II/legacy or unspecified,Large,925.0,925.0,925.0,1976-06-01,1985-05-31,1985-07-31,,1985.0,41.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
RUS-SMOLENSK-UNIT-3,Smolensk-3,Unit 3,Smolensk,Russia,Eurasia,54.152,33.233,Operating,Operating,RBMK,RBMK,Other/Unclassified,Gen II/legacy or unspecified,Large,925.0,925.0,925.0,1983-01-01,1989-12-17,1990-01-17,,1990.0,36.0,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
SLO-BOHUNICE-UNIT-3,Bohunice-3,Unit 3,Bohunice,Slovakia,Other,48.493,17.671,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,408.0,440.0,408.0,1976-12-01,1984-11-28,1985-02-14,,1985.0,41.0,SE,SE,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
SLO-MOCHOVCE-UNIT-1,Mochovce-1,Unit 1,Mochovce,Slovakia,Other,48.413,18.534,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,411.0,440.0,411.0,1983-10-01,1998-06-29,1999-10-29,,1999.0,27.0,SE,SE,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
SLO-MOCHOVCE-UNIT-2,Mochovce-2,Unit 2,Mochovce,Slovakia,Other,48.413,18.534,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,411.0,440.0,411.0,1985-01-01,2000-04-18,2000-04-18,,2000.0,26.0,SE,SE,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
SLO-MOCHOVCE-UNIT-3,Mochovce-3,Unit 3,Mochovce,Slovakia,Other,48.413,18.534,Operating,Operating,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,471.0,505.0,471.0,1987-01-01,2022-10-31,2023-01-31,,2023.0,3.0,SE,SE,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
SLO-MOCHOVCE-UNIT-4,Mochovce-4,Unit 4,Mochovce,Slovakia,Other,48.413,18.534,Under Construction,Construction,VVER,VVER,Light Water Reactor,Gen III/III+ or modern LWR,Mid-size,471.0,505.0,471.0,1987-01-01,,,,,,SE,SE,Rosatom,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
SOU-HANBIT-UNIT-1,Hanbit-1,Unit 1,Hanbit,South Korea,Asia,35.413,126.425,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,950.0,1000.0,950.0,1981-06-01,1986-08-25,1986-08-25,,1986.0,40.0,KHNP,KHNP,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
SOU-HANBIT-UNIT-2,Hanbit-2,Unit 2,Hanbit,South Korea,Asia,35.413,126.425,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,950.0,1000.0,950.0,1981-12-01,1987-06-10,1987-06-10,,1987.0,39.0,KHNP,KHNP,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
SOU-HANBIT-UNIT-3,Hanbit-3,Unit 3,Hanbit,South Korea,Asia,35.413,126.425,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,995.0,1050.0,995.0,1989-12-23,1994-12-31,1994-12-31,,1994.0,32.0,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
SOU-HANBIT-UNIT-4,Hanbit-4,Unit 4,Hanbit,South Korea,Asia,35.413,126.425,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,995.0,1050.0,995.0,1990-05-22,1996-01-01,1996-01-01,,1996.0,30.0,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
SOU-HANBIT-UNIT-5,Hanbit-5,Unit 5,Hanbit,South Korea,Asia,35.413,126.425,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,995.0,1050.0,995.0,1997-06-29,2001-05-21,2001-05-21,,2001.0,25.0,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
SOU-HANBIT-UNIT-6,Hanbit-6,Unit 6,Hanbit,South Korea,Asia,35.413,126.425,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,995.0,1050.0,995.0,1997-11-20,2002-12-24,2002-12-24,,2002.0,24.0,KHNP,KHNP,KHNP,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
