reactor_name,plant_name,unit_name,country,status,reactor_type,design_name,net_capacity_mwe,gross_capacity_mwe,construction_start_date,grid_connection_date,commercial_operation_date,shutdown_date,latitude,longitude,owner,operator,vendor,source_name
Kaiga-1,Kaiga,Unit 1,India,operating,PHWR,PHWR-220,202,220,1989-09-01,2000-03-16,2000-11-16,,14.881,74.44,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample
Kaiga-2,Kaiga,Unit 2,India,operating,PHWR,PHWR-220,202,220,1989-12-01,1999-12-16,2000-03-16,,14.881,74.44,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample
Kaiga-3,Kaiga,Unit 3,India,operating,PHWR,PHWR-220,202,220,2002-03-15,2007-03-06,2007-03-06,,14.881,74.44,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample
Kaiga-4,Kaiga,Unit 4,India,operating,PHWR,PHWR-220,202,220,2002-03-15,2011-01-20,2011-01-20,,14.881,74.44,NPCIL,NPCIL,NPCIL,IAEA-PRIS/WNA-sample
Kakrapar-2,Kakrapar,Unit 2,India,operating,PHWR,PHWR-220,202,220,1984-12-01,1995-09-01,1995-09-01,,21.228,73.057,NPCIL,NPCIL,DAE,IAEA-PRIS/WNA-sample
Kudankulam-4,Kudankulam,Unit 4,India,under construction,VVER,VVER-1000,917,1000,,,,,8.169,77.713,NPCIL,NPCIL,Rosatom,IAEA-PRIS/WNA-sample
Novovoronezh-3,Novovoronezh,Unit 3,Russia,shutdown,VVER,VVER-440,385,417,1967-07-01,1971-06-28,1971-12-31,2016-02-16,51.288,39.218,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Novovoronezh-4,Novovoronezh,Unit 4,Russia,shutdown,VVER,VVER-440,385,417,1967-07-01,1972-12-28,1972-12-28,2017-09-29,51.288,39.218,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Novovoronezh-5,Novovoronezh,Unit 5,Russia,operating,VVER,VVER-1000,1000,1070,1974-01-01,1980-05-08,1981-02-01,,51.288,39.218,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Leningrad-2,Leningrad,Unit 2,Russia,operating,RBMK,RBMK-1000,925,925,1970-06-01,1975-11-11,1976-02-11,,59.856,29.076,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Leningrad-3,Leningrad,Unit 3,Russia,operating,RBMK,RBMK-1000,925,925,1973-01-01,1979-06-07,1979-12-07,,59.856,29.076,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Leningrad-4,Leningrad,Unit 4,Russia,operating,RBMK,RBMK-1000,925,925,1975-02-01,1981-02-11,1981-08-11,,59.856,29.076,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Balakovo-1,Balakovo,Unit 1,Russia,operating,VVER,VVER-1000,1000,1070,1980-12-01,1985-12-23,1986-05-01,,52.097,47.937,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Balakovo-2,Balakovo,Unit 2,Russia,operating,VVER,VVER-1000,1000,1070,1981-08-01,1987-10-18,1988-01-18,,52.097,47.937,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Balakovo-3,Balakovo,Unit 3,Russia,operating,VVER,VVER-1000,1000,1070,1982-11-01,1988-12-08,1989-04-08,,52.097,47.937,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Balakovo-4,Balakovo,Unit 4,Russia,operating,VVER,VVER-1000,1000,1070,1984-04-01,1993-04-22,1994-04-22,,52.097,47.937,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Rostov-1b,Rostov,Unit 1b,Russia,operating,VVER,VVER-1000,1011,1070,1980-09-01,2001-03-26,2001-12-25,,47.573,42.267,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Kursk-5b,Kursk II,Unit 5b,Russia,under construction,VVER,VVER-TOI,1255,1339,2021-06-22,,,,51.667,35.61,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Kursk-6,Kursk II,Unit 6,Russia,under construction,VVER,VVER-TOI,1255,1339,2022-04-01,,,,51.667,35.61,Rosenergoatom,Rosatom,Rosatom,IAEA-PRIS/WNA-sample
Heysham-1A,Heysham-1,Unit A,United Kingdom,operating,GCR,AGR,575,620,1970-12-01,1983-06-17,1983-07-01,,54.032,-2.91,EDF,EDF,NNC,IAEA-PRIS/WNA-sample
Heysham-1B,Heysham-1,Unit B,United Kingdom,operating,GCR,AGR,575,620,1970-12-01,1984-06-01,1984-06-01,,54.032,-2.91,EDF,EDF,NNC,IAEA-PRIS/WNA-sample
Heysham-2B,Heysham-2,Unit B,United Kingdom,operating,GCR,AGR,615,660,1980-08-01,1989-02-01,1989-02-01,,54.032,-2.91,EDF,EDF,GEC,IAEA-PRIS/WNA-sample
Torness-B,Torness,Unit B,United Kingdom,operating,GCR,AGR,615,660,1980-08-01,1989-02-21,1989-02-21,,55.966,-2.437,EDF,EDF,GEC,IAEA-PRIS/WNA-sample
Wylfa-1,Wylfa,Unit 1,United Kingdom,shutdown,GCR,Magnox,490,490,1963-09-01,1971-11-01,1971-11-01,2012-12-30,53.418,-4.473,Magnox,Magnox,AEI/GEC,IAEA-PRIS/WNA-sample
Pickering-5,Pickering,Unit 5,Canada,operating,PHWR,CANDU-6,516,540,1974-11-01,1982-05-10,1983-05-10,,43.81,-79.072,OPG,OPG,AECL,IAEA-PRIS/WNA-sample
Pickering-6,Pickering,Unit 6,Canada,operating,PHWR,CANDU-6,516,540,1975-10-01,1983-10-21,1984-02-01,,43.81,-79.072,OPG,OPG,AECL,IAEA-PRIS/WNA-sample
Pickering-7,Pickering,Unit 7,Canada,operating,PHWR,CANDU-6,516,540,1976-01-01,1985-09-13,1986-01-13,,43.81,-79.072,OPG,OPG,AECL,IAEA-PRIS/WNA-sample
Pickering-8,Pickering,Unit 8,Canada,operating,PHWR,CANDU-6,516,540,1976-09-01,1986-02-09,1986-02-09,,43.81,-79.072,OPG,OPG,AECL,IAEA-PRIS/WNA-sample
Forsmark-2,Forsmark,Unit 2,Sweden,operating,BWR,BWR,1120,1166,1975-01-01,1981-07-07,1981-07-07,,60.405,18.17,Vattenfall,Vattenfall,ASEA Atom,IAEA-PRIS/WNA-sample
Ringhals-4,Ringhals,Unit 4,Sweden,operating,PWR,PWR,1101,1137,1973-10-01,1983-11-21,1983-11-21,,57.257,12.106,Vattenfall,Ringhals,Westinghouse,IAEA-PRIS/WNA-sample
Oskarshamn-3,Oskarshamn,Unit 3,Sweden,operating,BWR,BWR,473,492,1980-05-01,1985-08-15,1985-08-15,,57.415,16.676,OKG,OKG,ASEA Atom,IAEA-PRIS/WNA-sample
Asco-1,Asco,Unit 1,Spain,operating,PWR,PWR-3loop,1032,1082,1974-05-16,1983-12-01,1984-08-10,,40.883,0.571,Endesa,ANAV,Westinghouse,IAEA-PRIS/WNA-sample
Asco-2,Asco,Unit 2,Spain,operating,PWR,PWR-3loop,1027,1082,1975-03-07,1985-09-01,1986-03-31,,40.883,0.571,Endesa,ANAV,Westinghouse,IAEA-PRIS/WNA-sample
Trillo,Trillo,Unit 1,Spain,operating,PWR,PWR-KWU,1003,1066,1979-08-17,1988-05-17,1988-08-06,,40.684,-2.593,Unión Fenosa,CSN,KWU,IAEA-PRIS/WNA-sample
Dukovany-2,Dukovany,Unit 2,Czech Republic,operating,VVER,VVER-440,440,500,1977-01-01,1985-12-09,1986-01-14,,49.088,16.147,CEZ,CEZ,Rosatom,IAEA-PRIS/WNA-sample
Dukovany-4,Dukovany,Unit 4,Czech Republic,operating,VVER,VVER-440,440,500,1981-01-01,1987-07-19,1987-09-19,,49.088,16.147,CEZ,CEZ,Rosatom,IAEA-PRIS/WNA-sample
Beznau-2,Beznau,Unit 2,Switzerland,operating,PWR,PWR,365,380,1968-08-01,1971-10-23,1972-03-23,,47.523,8.116,Axpo,Axpo,Westinghouse,IAEA-PRIS/WNA-sample
Mühleberg,Mühleberg,Unit 1,Switzerland,shutdown,BWR,BWR,355,373,1967-03-01,1971-10-06,1972-11-06,2019-12-20,46.997,7.271,BKW,BKW,GE,IAEA-PRIS/WNA-sample
Doel-1,Doel,Unit 1,Belgium,operating,PWR,PWR-2loop,433,454,1969-07-01,1974-08-28,1975-02-15,,51.325,4.259,Electrabel,Engie,Framatome,IAEA-PRIS/WNA-sample
Doel-2,Doel,Unit 2,Belgium,operating,PWR,PWR-2loop,433,454,1971-09-01,1975-08-21,1975-12-01,,51.325,4.259,Electrabel,Engie,Framatome,IAEA-PRIS/WNA-sample
Tihange-1,Tihange,Unit 1,Belgium,operating,PWR,PWR-2loop,962,1009,1975-06-01,1975-10-07,1975-10-07,,50.534,5.271,Electrabel,Engie,Framatome,IAEA-PRIS/WNA-sample
Olkiluoto-1r,Olkiluoto,Unit 1r,Finland,planned,BWR,BWR,890,930,,,,,61.235,21.445,TVO,TVO,ABB,IAEA-PRIS/WNA-sample
Thyspunt,Thyspunt,Unit 1,South Africa,proposed,PWR,PWR,1000,1000,,,,,-33.97,25.203,Eskom,Eskom,TBD,IAEA-PRIS/WNA-sample
Cernavoda-4,Cernavoda,Unit 4,Romania,planned,PHWR,CANDU-6,650,706,,,,,44.316,28.058,SNN,SNN,AECL,IAEA-PRIS/WNA-sample
Atucha-1,Atucha,Unit 1,Argentina,operating,PHWR,PHWR-357,"1,345",362,1968-06-01,1974-03-19,1974-06-24,,-33.967,-59.205,NASA,NA-SA,Siemens/CNEA,IAEA-PRIS/WNA-sample
